 # of RX ,description,AMITRIPTYLINE,BUPROPION,CITALOPRAM,DESVENLAFAXINE,DOXEPIN,DULOXETINE,ESCITALOPRAM,FLUOXETINE,MIRTAZAPINE,NORTRIPTYLINE,OTHER,PAROXETINE,ROPINIROLE,SERTRALINE,TRAZODONE,VENLAFAXINE
  2 ,"Age: 20-40 | Gender: Male | PSYCHOTHERAPY, 60 MINUTES WITH PATIENT (px:CPT4:90837)",,,,,,,0.09090909091,,,,,,,0.1605504587,,
  1 ,Age: 20-40 | Gender: Male | RABEPRAZOLE SODIUM,,,,,,,0.1465517241,,,,,,,,,
  1 ,Age: 20-40 | Gender: Male | RESTLESS LEGS SYNDROME [RLS] (dxo:ICD9:33394),,,,,,,,,,,,,0.2167832168,,,
  1 ,Age: 20-40 | Gender: Male | RESTLESS LEGS SYNDROME [RLS] (dxo:ICD9:33394) | ROPINIROLE HCL,,,,,,,,,,,,,0.40625,,,
  7 ,Age: 20-40 | Gender: Male | RISPERIDONE,,,0.1052631579,,,0.1627906977,0.06435643564,0.09322033898,,,0.1013171226,,,0.1161616162,,0.1490909091
  2 ,Age: 20-40 | Gender: Male | RISPERIDONE | SERTRALINE HCL,,,,,,,,,,,0.1103448276,,,0.1237785016,,
  1 ,Age: 20-40 | Gender: Male | RISPERIDONE | TRAZODONE HCL,,,,,,,,,,,0.07352941176,,,,,
  2 ,Age: 20-40 | Gender: Male | RISPERIDONE | VENLAFAXINE HCL,,,,,,,,,,,0.1346153846,,,,,0.1859296482
  1 ,Age: 20-40 | Gender: Male | ROFECOXIB,,,,,,,0.1428571429,,,,,,,,,
  2 ,Age: 20-40 | Gender: Male | ROPINIROLE HCL,,,,,,,,,,,0.3087414755,,0.3237924866,,,
  1 ,Age: 20-40 | Gender: Male | ROPINIROLE HCL | SERTRALINE HCL,,,,,,,,,,,,,,0.472,,
  1 ,Age: 20-40 | Gender: Male | ROPINIROLE HCL | TRAZODONE HCL,,,,,,,,,,,0.2404092072,,,,,
  5 ,Age: 20-40 | Gender: Male | ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY (dxo:ICD9:V700),,0.0260782347,,,,,0.1583236321,,,,,0.3936170213,,0.4756097561,0.01,
  1 ,Age: 20-40 | Gender: Male | ROUTINE INFANT OR CHILD HEALTH CHECK (dxo:ICD9:V202),,,,,,,,,,,,,,0.4925373134,,
  3 ,Age: 20-40 | Gender: Male | SCREENING EXAMINATION FOR VENEREAL DISEASE (dxo:ICD9:V745),,,0.3290322581,,,,0.1504424779,,,,,,,0.3865814696,,
  1 ,Age: 20-40 | Gender: Male | SCREENING FOR LIPOID DISORDERS (dxo:ICD9:V7791),,,,,,,,,,,,0.4035087719,,,,
  15 ,Age: 20-40 | Gender: Male | SERTRALINE HCL,0.02012072435,0.03865814696,0.3731609452,0.5950920245,0.1045751634,0.3567567568,0.164019548,0.3392773346,0.1096681097,0.08465608466,0.2406099518,0.3398294762,,0.4717045649,0.01799775028,0.530726257
  1 ,Age: 20-40 | Gender: Male | SERTRALINE HCL | SILDENAFIL CITRATE,,,,,,,,,,,,,,0.5818181818,,
  1 ,Age: 20-40 | Gender: Male | SERTRALINE HCL | SIMVASTATIN,,,,,,,,,,,,,,0.688172043,,
  7 ,Age: 20-40 | Gender: Male | SERTRALINE HCL | TRAZODONE HCL,,0.05405405405,0.2113821138,,,,0.125,0.2907801418,,,0.2694204686,,,0.4206225681,0.02408111534,
  1 ,Age: 20-40 | Gender: Male | SERTRALINE HCL | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.2100840336,,,,,
  1 ,Age: 20-40 | Gender: Male | SERTRALINE HCL | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),,,,,,,,,,,,,,0.6369047619,,
  5 ,Age: 20-40 | Gender: Male | SERTRALINE HCL | VENLAFAXINE HCL,,0.078125,,,,,0.1238095238,,,,0.2216748768,,,0.4798061389,,0.5833333333
  4 ,Age: 20-40 | Gender: Male | SILDENAFIL CITRATE,,0.03857566766,0.3837837838,,,,,,,,,0.392,,0.4379310345,,
  4 ,Age: 20-40 | Gender: Male | SIMVASTATIN,,,0.5274725275,,,,0.1527777778,0.5740740741,,,,,,0.5503355705,,
  2 ,Age: 20-40 | Gender: Male | SUICIDAL IDEATION (dxo:ICD9:V6284),,,0.2203389831,,,,,,,,,,,0.2767857143,,
  1 ,Age: 20-40 | Gender: Male | SULFAMETHOXAZOLE/TRIMETHOPRIM,,,0.3823529412,,,,,,,,,,,,,
  1 ,Age: 20-40 | Gender: Male | SUMATRIPTAN SUCCINATE,,,,,,,,,,,,,,0.4545454545,,
  1 ,Age: 20-40 | Gender: Male | TADALAFIL,,0.03968253968,,,,,,,,,,,,,,
  1 ,"Age: 20-40 | Gender: Male | THORACIC OR LUMBOSACRAL NEURITIS OR RADICULITIS, UNSPECIFIED (dxo:ICD9:7244)",,,0.4711538462,,,,,,,,,,,,,
  1 ,Age: 20-40 | Gender: Male | TOPIRAMATE,,,,,,,,,,,,,,0.4260869565,,
  7 ,Age: 20-40 | Gender: Male | TRAMADOL HCL,,0.04504504505,,,,0.3138075314,0.178470255,0.480620155,,,,0.3663366337,,0.5149253731,0.01167315175,
  13 ,Age: 20-40 | Gender: Male | TRAZODONE HCL,0.01993355482,0.04636785162,0.2843137255,0.3431372549,,0.2065868263,0.1583011583,0.2228739003,0.08875739645,,0.2281075028,0.25,,0.2571428571,0.0209761163,0.2737843552
  3 ,Age: 20-40 | Gender: Male | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.2395251397,,,,0.01736972705,0.4286644951
  2 ,Age: 20-40 | Gender: Male | UNLISTED PSYCHIATRIC SERVICE OR PROCEDURE (px:CPT4:90899),,,,,,,,,0.08396946565,,,,,,0.03007518797,
  1 ,Age: 20-40 | Gender: Male | UNSPECIFIED ACUTE REACTION TO STRESS (dxo:ICD9:3089),,,,,,,0.1487603306,,,,,,,,,
  1 ,Age: 20-40 | Gender: Male | UNSPECIFIED BACKACHE (dxo:ICD9:7245),,0.03389830508,,,,,,,,,,,,,,
  1 ,Age: 20-40 | Gender: Male | UNSPECIFIED CONSTIPATION (dxo:ICD9:56400),,,,,,,,,,,,,,0.4423076923,,
  1 ,Age: 20-40 | Gender: Male | UNSPECIFIED EPISODIC MOOD DISORDER (dxo:ICD9:29690),,0.02884615385,,,,,,,,,,,,,,
  1 ,Age: 20-40 | Gender: Male | UNSPECIFIED ESSENTIAL HYPERTENSION (dxo:ICD9:4019),,0.01360544218,,,,,,,,,,,,,,
  9 ,Age: 20-40 | Gender: Male | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),0.02222222222,0.06417112299,0.4441087613,,,0.3676767677,0.1552795031,0.4536741214,,,,0.4015151515,,0.426323319,0.03305785124,
  1 ,Age: 20-40 | Gender: Male | UNSPECIFIED SLEEP DISTURBANCE (dxo:ICD9:78050),,,,,,,,,,,,,,,0.01111111111,
  1 ,"Age: 20-40 | Gender: Male | UNSPECIFIED VIRAL INFECTION, IN CONDITIONS CLASSIFIED ELSEWHERE AND OF UNSPECIFIED SITE (dxo:ICD9:07999)",,,,,,,,,,,,,,0.4621848739,,
  1 ,"Age: 20-40 | Gender: Male | URINARY TRACT INFECTION, SITE NOT SPECIFIED (dxo:ICD9:5990)",,,,,,,,,,,,,,0.5044247788,,
  3 ,Age: 20-40 | Gender: Male | VALACYCLOVIR HCL,,0.04761904762,0.4259259259,,,,,,,,,0.3495934959,,,,
  1 ,Age: 20-40 | Gender: Male | VARENICLINE TARTRATE,,,0.3619047619,,,,,,,,,,,,,
  12 ,Age: 20-40 | Gender: Male | VENLAFAXINE HCL,0.02564102564,0.04204204204,0.4042288557,,,0.4358974359,0.198011599,0.3520871143,0.1282051282,,0.2132366274,0.3461538462,,0.4126602564,0.01401869159,0.4667421669
  1 ,Age: 20-40 | Gender: Male | VILAZODONE HCL,,,,,,,,,,,0.6730769231,,,,,
  1 ,Age: 20-40 | Gender: Male | VOMITING ALONE (dxo:ICD9:78703),,,0.4,,,,,,,,,,,,,
  3 ,Age: 20-40 | Gender: Male | ZOLPIDEM TARTRATE,,,,,,,,0.5058823529,,,,,,0.4472361809,0.008823529412,
  16 ,Age: 41-64 | Gender: Female,0.03225199719,0.0634887853,0.5212089173,0.5150548355,0.207826087,0.4196903973,0.228410287,0.5023723441,0.1959708232,0.1014889285,0.3640137947,0.4637828118,0.3206006065,0.5432607158,0.0345615241,0.5105027377
  7 ,"Age: 41-64 | Gender: Female | ABDOMINAL PAIN, UNSPECIFIED SITE (dxo:ICD9:78900)",0.009803921569,0.01886792453,0.4135338346,,,,,0.4758064516,,0.02702702703,,,,0.4879807692,,0.477124183
  1 ,"Age: 41-64 | Gender: Female | ABDOMINAL PAIN, UNSPECIFIED SITE (dxo:ICD9:78900) | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311)",,,,,,,,,,,,,,,,0.5323741007
  1 ,"Age: 41-64 | Gender: Female | ABDOMINAL PAIN, UNSPECIFIED SITE (dxo:ICD9:78900) | SERTRALINE HCL",,,,,,,,,,,,,,0.7185929648,,
  1 ,"Age: 41-64 | Gender: Female | ABDOMINAL PAIN, UNSPECIFIED SITE (dxo:ICD9:78900) | VENLAFAXINE HCL",,,,,,,,,,,,,,,,0.696969697
  1 ,Age: 41-64 | Gender: Female | ABNORMAL GLANDULAR PAPANICOLAOU SMEAR OF CERVIX (dxo:ICD9:79500),,,,,,,0.1298174442,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL GLANDULAR PAPANICOLAOU SMEAR OF CERVIX (dxo:ICD9:79500) | ESCITALOPRAM OXALATE,,,,,,,0.3410404624,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL GLANDULAR PAPANICOLAOU SMEAR OF CERVIX (dxo:ICD9:79500) | ESCITALOPRAM OXALATE | Last AD: Same & No Remiss,,,,,,,0.1206896552,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL GLANDULAR PAPANICOLAOU SMEAR OF CERVIX (dxo:ICD9:79500) | GYNECOLOGICAL EXAMINATION (dxo:ICD9:V723),,,,,,,0.09708737864,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL GLANDULAR PAPANICOLAOU SMEAR OF CERVIX (dxo:ICD9:79500) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,0.1273584906,,,,,,,,,
  6 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831),,0.0273155416,,,,,0.1652892562,,0.08490566038,,,0.4022988506,,0.5300621977,,0.5153374233
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD (dxo:ICD9:30928),,0.04310344828,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | ANXIETY STATE, UNSPECIFIED (dxo:ICD9:30000)",,0.009523809524,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | ANXIETY STATE, UNSPECIFIED (dxo:ICD9:30000) | BUPROPION HCL",,0.048,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | ANXIETY STATE, UNSPECIFIED (dxo:ICD9:30000) | BUPROPION HCL | Last AD: Same & No Remiss",,0,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | ATORVASTATIN CALCIUM,,,,,,,,,,,,,,0.504587156,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | ATORVASTATIN CALCIUM | SERTRALINE HCL,,,,,,,,,,,,,,0.8415841584,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | BUPROPION HCL,,0.05657093124,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | BUPROPION HCL | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss,,0.04385964912,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | BUPROPION HCL | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311)",,0.06818181818,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | BUPROPION HCL | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311) | Last AD: Same & No Remiss",,0.01818181818,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | BUPROPION HCL | ESCITALOPRAM OXALATE | Last AD: Diff & No Remiss,,0.02,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | BUPROPION HCL | FLUOXETINE HCL | Last AD: Diff & No Remiss,,0.03448275862,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | BUPROPION HCL | Last AD: Diff & No Remiss | SERTRALINE HCL,,0.0593220339,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | BUPROPION HCL | Last AD: Diff & No Remiss | TRAZODONE HCL,,0.06666666667,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | BUPROPION HCL | Last AD: Same & No Remiss,,0.02521008403,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | BUPROPION HCL | Last AD: Same & No Remiss | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051),,0.008333333333,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | CITALOPRAM HYDROBROMIDE,,0.03428571429,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss,,0.009900990099,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311)",,0.02941176471,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311) | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079)",,0.01639344262,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | ESCITALOPRAM OXALATE,,0.01408450704,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | ESCITALOPRAM OXALATE | Last AD: Diff & No Remiss,,0.0197044335,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | FLUOXETINE HCL,,0.03333333333,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | FLUOXETINE HCL | Last AD: Diff & No Remiss,,0.009803921569,,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | GYNECOLOGICAL EXAMINATION (dxo:ICD9:V723),,,,,,,,,,,,0.4193548387,,0.6842105263,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | GYNECOLOGICAL EXAMINATION (dxo:ICD9:V723) | PAROXETINE HCL,,,,,,,,,,,,0.6842105263,,,,
  1 ,"Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052)",,,,,,,,,,,,,,0.4787878788,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | Last AD: Diff & No Remiss | SERTRALINE HCL,,0.02884615385,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | Last AD: Same & No Remiss | PAROXETINE HCL,,,,,,,,,,,,0.4184397163,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | Last AD: Same & No Remiss | SERTRALINE HCL,,,,,,,,,,,,,,0.4545454545,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | Last AD: Same & Remiss | PAROXETINE HCL,,,,,,,,,,,,0.7185185185,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | Last AD: Same & Remiss | SERTRALINE HCL,,,,,,,,,,,,,,0.6873239437,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | LEVOTHYROXINE SODIUM,,,,,,,,,,,,,,0.4482758621,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051),,0.01257861635,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | OBESITY, UNSPECIFIED (dxo:ICD9:27800)",,0.01435406699,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079),,0.04702970297,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | PAROXETINE HCL,,,,,,,,,,,,0.6636971047,,,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | PAROXETINE HCL | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,,,,,,0.6451612903,,,,
  3 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,0,,,,,0.1769911504,,,,,0.4102564103,,,,
  2 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | SERTRALINE HCL,,0.04102564103,,,,,,,,,,,,0.7235294118,,
  1 ,Age: 41-64 | Gender: Female | ABNORMAL WEIGHT GAIN (dxo:ICD9:7831) | VENLAFAXINE HCL,,0.05747126437,,,,,,,,,,,,,,
  3 ,Age: 41-64 | Gender: Female | ABSENCE OF MENSTRUATION (dxo:ICD9:6260),,,,,,,0.116,,,,0.2052980132,,,0.4635416667,,
  1 ,Age: 41-64 | Gender: Female | ABSENCE OF MENSTRUATION (dxo:ICD9:6260) | ESCITALOPRAM OXALATE,,,,,,,0.3178294574,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABSENCE OF MENSTRUATION (dxo:ICD9:6260) | Last AD: Same & No Remiss | SERTRALINE HCL,,,,,,,,,,,,,,0.4829931973,,
  1 ,Age: 41-64 | Gender: Female | ABSENCE OF MENSTRUATION (dxo:ICD9:6260) | Last AD: Same & Remiss | SERTRALINE HCL,,,,,,,,,,,,,,0.7016574586,,
  1 ,Age: 41-64 | Gender: Female | ABSENCE OF MENSTRUATION (dxo:ICD9:6260) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,0.08988764045,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ABSENCE OF MENSTRUATION (dxo:ICD9:6260) | SERTRALINE HCL,,,,,,,,,,,,,,0.6526548673,,
  3 ,Age: 41-64 | Gender: Female | ACETAMINOPHEN WITH CODEINE,,,0.4814814815,,,,,,,,,,,0.5028248588,,0.3965517241
  1 ,Age: 41-64 | Gender: Female | ACTINIC KERATOSIS (dxo:ICD9:7020),,,,,,,,,,,,,,0.5401234568,,
  1 ,Age: 41-64 | Gender: Female | ACTINIC KERATOSIS (dxo:ICD9:7020) | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612),,,,,,,,,,,,,,0.5454545455,,
  1 ,Age: 41-64 | Gender: Female | ACTINIC KERATOSIS (dxo:ICD9:7020) | SERTRALINE HCL,,,,,,,,,,,,,,0.7636363636,,
  2 ,Age: 41-64 | Gender: Female | ACUTE GASTRITIS WITHOUT MENTION OF HEMORRHAGE (dxo:ICD9:53500),,,0.3922261484,,,,,,,,,0.3565891473,,,,
  3 ,"Age: 41-64 | Gender: Female | ACUTE SINUSITIS, UNSPECIFIED (dxo:ICD9:4619)",,,0.4953271028,,,,,,0.1666666667,,,,,0.5875486381,,
  1 ,"Age: 41-64 | Gender: Female | ACUTE SINUSITIS, UNSPECIFIED (dxo:ICD9:4619) | CITALOPRAM HYDROBROMIDE",,,0.6855670103,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ACUTE SINUSITIS, UNSPECIFIED (dxo:ICD9:4619) | DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED (dxo:ICD9:311)",,,0.5702479339,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ACUTE SINUSITIS, UNSPECIFIED (dxo:ICD9:4619) | SERTRALINE HCL",,,,,,,,,,,,,,0.6126126126,,
  1 ,Age: 41-64 | Gender: Female | ACUTE UPPER RESPIRATORY INFECTIONS OF UNSPECIFIED SITE (dxo:ICD9:4659),,,,,,,,0.5161290323,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ACUTE UPPER RESPIRATORY INFECTIONS OF UNSPECIFIED SITE (dxo:ICD9:4659) | FLUOXETINE HCL,,,,,,,,0.6458333333,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ACUTE UPPER RESPIRATORY INFECTIONS OF UNSPECIFIED SITE (dxo:ICD9:4659) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,,0.4818181818,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ACUTE, BUT ILL-DEFINED, CEREBROVASCULAR DISEASE (dxo:ICD9:436)",,0.01666666667,,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH ANXIETY (dxo:ICD9:30924),,,,,,,0.09,,,,,,,0.4768211921,,
  1 ,"Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH ANXIETY (dxo:ICD9:30924) | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806)",,,,,,,,,,,,,,0.3267326733,,
  2 ,"Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH ANXIETY (dxo:ICD9:30924) | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,0.09523809524,,,,,,,0.2214285714,,
  6 ,Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH DEPRESSED MOOD (dxo:ICD9:3090),,0.03404255319,0.4211711712,,,,0.12,0.492248062,,,0.2547169811,,,0.5034642032,,
  1 ,"Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH DEPRESSED MOOD (dxo:ICD9:3090) | ANXIETY STATE, UNSPECIFIED (dxo:ICD9:30000)",,,,,,,0.1746031746,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH DEPRESSED MOOD (dxo:ICD9:3090) | CITALOPRAM HYDROBROMIDE,,,0.6202531646,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH DEPRESSED MOOD (dxo:ICD9:3090) | ESCITALOPRAM OXALATE,,,,,,,0.3333333333,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH DEPRESSED MOOD (dxo:ICD9:3090) | ESCITALOPRAM OXALATE | Last AD: Same & No Remiss,,,,,,,0.08403361345,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH DEPRESSED MOOD (dxo:ICD9:3090) | FLUOXETINE HCL,,,,,,,,0.7098445596,,,,,,,,
  3 ,"Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH DEPRESSED MOOD (dxo:ICD9:3090) | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806)",,,,,,,0.1194029851,0.2336448598,,,,,,0.2820512821,,
  4 ,"Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH DEPRESSED MOOD (dxo:ICD9:3090) | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,0.2148760331,,,,0.07834101382,0.1570247934,,,,,,0.2206896552,,
  1 ,Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH DEPRESSED MOOD (dxo:ICD9:3090) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,0.09039548023,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH DEPRESSED MOOD (dxo:ICD9:3090) | SERTRALINE HCL,,,,,,,,,,,,,,0.6735751295,,
  7 ,Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD (dxo:ICD9:30928),,0.02010968921,0.4384384384,,,,0.1283987915,0.4384615385,,,0.2545454545,,,0.4563591022,,0.5
  1 ,"Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD (dxo:ICD9:30928) | ANXIETY STATE, UNSPECIFIED (dxo:ICD9:30000)",,0.01716738197,,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD (dxo:ICD9:30928) | ANXIETY STATE, UNSPECIFIED (dxo:ICD9:30000) | BUPROPION HCL | Last AD: Same & No Remiss",,0.04,,,,,,,,,,,,,,
